Fecha,USD
01/03/2017,42.21565217
01/04/2017,44.30333333
01/05/2017,44.222
01/06/2017,41.50190476
01/07/2017,43.78157895
01/08/2017,45.53285714
01/09/2017,48.37894737
01/10/2017,49.00142857
01/11/2017,53.493
01/12/2017,53.86263158
01/01/2018,58.53
01/02/2018,55.94722222
01/03/2018,55.821
01/04/2018,58.4147619
01/05/2018,64.0565
01/06/2018,64.8175
01/07/2018,66.3552381
01/08/2018,63.7265
01/09/2018,68.95157895
01/10/2018,74.09434783
01/11/2018,60.42
01/12/2018,50.62705882
01/01/2019,51.43761905
01/02/2019,57.02294118
01/03/2019,59.96190476
01/04/2019,63.634
01/05/2019,62.145
01/06/2019,57.66842105
01/07/2019,58.98571429
01/08/2019,50.18315789
01/09/2019,58.53105263
01/10/2019,48.82681818
01/11/2019,50.595
01/12/2019,54.9065
01/01/2020,53.89714286
01/02/2020,45.38684211
01/03/2020,23.25954545
01/04/2020,12.23428571
01/05/2020,24.71722222
01/06/2020,33.54272727
01/07/2020,37.488
01/08/2020,40.31
01/09/2020,37.575
01/10/2020,36.4547619
01/11/2020,38.99411765
01/12/2020,45.56190476
01/01/2021,51.05526316
01/02/2021,58.08333333
01/03/2021,60.64863636
01/04/2021,59.479
01/05/2021,62.49
01/06/2021,67.45714286
01/07/2021,68.756
01/08/2021,64.29380952
01/09/2021,67.60105263
01/10/2021,76.503
01/11/2021,75.47
