Fecha,USD
09/09/2005,50.16
12/09/2005,48.94
13/09/2005,48.76
14/09/2005,50.57
15/09/2005,50.14
16/09/2005,49.3
19/09/2005,52.72
20/09/2005,52.28
21/09/2005,52.96
22/09/2005,52.81
23/09/2005,50.89
26/09/2005,51.66
27/09/2005,51.47
28/09/2005,53
29/09/2005,52.99
30/09/2005,52.33
03/10/2005,51.38
04/10/2005,49.78
05/10/2005,49.3
06/10/2005,47.65
07/10/2005,47.8
10/10/2005,47.67
11/10/2005,49.01
12/10/2005,49.73
13/10/2005,48.91
14/10/2005,48.35
17/10/2005,49.52
18/10/2005,48.38
19/10/2005,47.79
20/10/2005,46.68
21/10/2005,46.86
24/10/2005,46.47
25/10/2005,47.58
26/10/2005,47.85
27/10/2005,47.59
28/10/2005,47.91
31/10/2005,46.73
02/11/2005,44.67
04/11/2005,45.06
07/11/2005,43.68
08/11/2005,44.02
09/11/2005,43.11
10/11/2005,41.9
11/11/2005,41.71
14/11/2005,41.68
15/11/2005,41.23
16/11/2005,41.83
17/11/2005,41.06
18/11/2005,41.39
21/11/2005,41.55
22/11/2005,42.35
23/11/2005,42.51
28/11/2005,41.64
29/11/2005,41.21
30/11/2005,41.8
01/12/2005,42.88
02/12/2005,43.78
05/12/2005,44.31
06/12/2005,44.31
07/12/2005,44.02
08/12/2005,44.89
09/12/2005,44.48
12/12/2005,45.7
13/12/2005,45.9
14/12/2005,45.93
15/12/2005,45.26
16/12/2005,44.01
19/12/2005,43.21
20/12/2005,43.68
21/12/2005,43.91
22/12/2005,43.93
23/12/2005,43.93
28/12/2005,45.5
29/12/2005,46.09
30/12/2005,46.72
03/01/2006,49.14
04/01/2006,48.87
05/01/2006,48.41
06/01/2006,49.32
09/01/2006,48.83
11/01/2006,48.79
12/01/2006,49.6
13/01/2006,48.98
17/01/2006,51.17
18/01/2006,50.6
19/01/2006,51.21
20/01/2006,52.85
23/01/2006,52.43
24/01/2006,51.49
25/01/2006,50.57
26/01/2006,51.12
27/01/2006,52.17
01/02/2006,51.68
02/02/2006,50.82
03/02/2006,51.14
06/02/2006,51.3
07/02/2006,49.57
08/02/2006,49.23
09/02/2006,49.32
10/02/2006,48.5
13/02/2006,47.45
14/02/2006,46.17
15/02/2006,44.55
16/02/2006,45.1
17/02/2006,46.26
21/02/2006,47.82
22/02/2006,46.51
23/02/2006,46.54
24/02/2006,49.04
27/02/2006,47.72
28/02/2006,48.33
01/03/2006,49.19
02/03/2006,50.72
03/03/2006,50.75
06/03/2006,50.03
07/03/2006,49.37
08/03/2006,48.05
09/03/2006,48.48
10/03/2006,48.28
13/03/2006,49.63
14/03/2006,50.76
15/03/2006,50.48
16/03/2006,51.23
17/03/2006,51.63
20/03/2006,50.13
22/03/2006,50.66
23/03/2006,51.96
24/03/2006,52.4
27/03/2006,52.66
28/03/2006,54.09
29/03/2006,54.4
30/03/2006,55.04
31/03/2006,54.4
03/04/2006,54.55
04/04/2006,54.3
05/04/2006,55.14
06/04/2006,55.82
07/04/2006,55.39
10/04/2006,56.69
11/04/2006,56.97
18/04/2006,58.98
19/04/2006,59.76
20/04/2006,59.52
21/04/2006,60.93
24/04/2006,58.47
25/04/2006,58.08
26/04/2006,59.84
27/04/2006,58.76
28/04/2006,59.6
02/05/2006,61.06
03/05/2006,59.45
04/05/2006,57.67
08/05/2006,56.62
09/05/2006,57.23
11/05/2006,58.98
15/05/2006,55.56
16/05/2006,55.47
17/05/2006,55.04
18/05/2006,55.77
19/05/2006,55.2
22/05/2006,55.61
23/05/2006,57.05
24/05/2006,55.59
25/05/2006,56.64
26/05/2006,57.19
30/05/2006,57.38
31/05/2006,56.47
01/06/2006,55.66
02/06/2006,56.68
05/06/2006,57.25
06/06/2006,56.78
07/06/2006,55.48
08/06/2006,55.06
09/06/2006,56.37
12/06/2006,55.43
13/06/2006,53.72
14/06/2006,53.7
15/06/2006,53.71
16/06/2006,53.4
19/06/2006,53.06
20/06/2006,53.5
21/06/2006,54.16
22/06/2006,54.66
23/06/2006,54.84
26/06/2006,55.98
27/06/2006,56.82
28/06/2006,57.23
29/06/2006,58.21
30/06/2006,58.6
05/07/2006,59.76
06/07/2006,59.62
07/07/2006,59.39
10/07/2006,58.99
11/07/2006,59.75
12/07/2006,60.57
13/07/2006,62.38
14/07/2006,62.86
17/07/2006,61.74
18/07/2006,60.7
19/07/2006,59.52
20/07/2006,59.83
21/07/2006,59.45
24/07/2006,59.11
25/07/2006,59
26/07/2006,60.07
27/07/2006,60.84
28/07/2006,59.88
31/07/2006,60.96
01/08/2006,62.92
02/08/2006,63.84
03/08/2006,63.39
04/08/2006,62.88
07/08/2006,64.85
08/08/2006,64.39
09/08/2006,64.18
10/08/2006,61.96
11/08/2006,62.12
14/08/2006,60.78
15/08/2006,60.31
16/08/2006,59.44
17/08/2006,58.56
18/08/2006,59.15
21/08/2006,59.95
22/08/2006,59.83
23/08/2006,58.76
24/08/2006,59.06
25/08/2006,59.28
29/08/2006,57.08
30/08/2006,57.23
31/08/2006,57.3
01/09/2006,57.7
05/09/2006,56.9
06/09/2006,54.93
07/09/2006,54.66
08/09/2006,53.76
11/09/2006,52.86
12/09/2006,51.56
13/09/2006,51.82
14/09/2006,50.96
18/09/2006,51.28
19/09/2006,49.92
20/09/2006,47.99
21/09/2006,48.59
25/09/2006,48.12
26/09/2006,48.7
27/09/2006,49.63
28/09/2006,49.99
29/09/2006,49.81
02/10/2006,48.88
03/10/2006,47.22
04/10/2006,48.23
05/10/2006,48.91
06/10/2006,48.29
09/10/2006,48.78
10/10/2006,47.79
11/10/2006,47.33
13/10/2006,48.52
16/10/2006,49.09
17/10/2006,48.61
18/10/2006,47.68
19/10/2006,47.8
20/10/2006,47.06
23/10/2006,46.62
24/10/2006,46.79
25/10/2006,48.72
26/10/2006,49.11
27/10/2006,49.18
30/10/2006,47.59
31/10/2006,47.6
03/11/2006,47.81
06/11/2006,48.68
07/11/2006,48.22
08/11/2006,48.99
09/11/2006,50.25
10/11/2006,48.66
13/11/2006,47.78
14/11/2006,47.76
15/11/2006,48.03
16/11/2006,46.56
17/11/2006,46.15
21/11/2006,47.64
22/11/2006,47.32
27/11/2006,48.84
28/11/2006,49.43
29/11/2006,50.76
30/11/2006,51.9
04/12/2006,50.88
05/12/2006,50.86
06/12/2006,50.76
07/12/2006,50.88
08/12/2006,50.69
11/12/2006,50.05
13/12/2006,49.4
14/12/2006,50.33
15/12/2006,50.71
18/12/2006,49.74
19/12/2006,49.87
20/12/2006,50.3
21/12/2006,49.66
22/12/2006,49.69
27/12/2006,48.54
28/12/2006,48.58
03/01/2007,46.08
04/01/2007,44.09
05/01/2007,44.32
08/01/2007,44.49
09/01/2007,44.12
10/01/2007,43.07
11/01/2007,41.95
12/01/2007,41.94
16/01/2007,41.07
17/01/2007,41.3
18/01/2007,40.44
19/01/2007,41.62
22/01/2007,41.74
23/01/2007,42.97
24/01/2007,44.11
25/01/2007,43.74
26/01/2007,44.84
29/01/2007,43.96
30/01/2007,45.86
31/01/2007,46.94
01/02/2007,46.58
02/02/2007,47.63
06/02/2007,47.73
07/02/2007,47.22
08/02/2007,47.99
09/02/2007,48.23
12/02/2007,46.32
13/02/2007,47.22
14/02/2007,46.42
15/02/2007,46.31
16/02/2007,47.64
20/02/2007,46.43
21/02/2007,47.57
22/02/2007,47.98
23/02/2007,48.98
26/02/2007,49.53
27/02/2007,49.24
28/02/2007,49.46
01/03/2007,50.24
02/03/2007,49.94
05/03/2007,48.47
06/03/2007,48.93
07/03/2007,49.9
08/03/2007,49.68
09/03/2007,48.69
12/03/2007,47.98
13/03/2007,48.41
14/03/2007,48.8
15/03/2007,48.11
16/03/2007,47.65
20/03/2007,48.03
21/03/2007,48.59
22/03/2007,50.22
23/03/2007,51.07
26/03/2007,51.73
27/03/2007,51.89
28/03/2007,53.24
29/03/2007,55.1
30/03/2007,55.25
02/04/2007,55.6
03/04/2007,54.29
04/04/2007,54.73
05/04/2007,54.77
10/04/2007,53.72
11/04/2007,54.01
12/04/2007,55.11
13/04/2007,54.77
16/04/2007,54.17
17/04/2007,53.32
18/04/2007,53.12
19/04/2007,53.13
20/04/2007,53.49
23/04/2007,55.16
24/04/2007,54.49
25/04/2007,55.85
26/04/2007,55.8
27/04/2007,56.45
30/04/2007,55.68
02/05/2007,55.46
03/05/2007,54.86
04/05/2007,53.9
08/05/2007,53.56
09/05/2007,53.08
10/05/2007,53.28
11/05/2007,53.95
14/05/2007,54.22
15/05/2007,55.01
16/05/2007,55.22
17/05/2007,57.21
18/05/2007,56.89
21/05/2007,56.67
22/05/2007,57.19
23/05/2007,57.71
24/05/2007,57.19
25/05/2007,57.5
29/05/2007,56.72
30/05/2007,56.25
31/05/2007,56.46
01/06/2007,57.65
04/06/2007,59.14
05/06/2007,59
06/06/2007,59.4
07/06/2007,59.83
08/06/2007,57.82
11/06/2007,58.39
12/06/2007,58.49
13/06/2007,59.47
14/06/2007,60.91
15/06/2007,61.09
18/06/2007,61.85
19/06/2007,61.73
20/06/2007,60.96
21/06/2007,61.07
22/06/2007,61.29
25/06/2007,60.85
26/06/2007,60.36
27/06/2007,60.79
28/06/2007,60.87
29/06/2007,61.6
02/07/2007,61.95
03/07/2007,62.5
05/07/2007,62.75
06/07/2007,63.6
09/07/2007,63.55
10/07/2007,63.97
11/07/2007,63.63
12/07/2007,64.32
13/07/2007,65.07
16/07/2007,65.07
17/07/2007,64.72
18/07/2007,65.53
19/07/2007,66.64
20/07/2007,66.22
23/07/2007,65.44
24/07/2007,64.65
25/07/2007,66.02
26/07/2007,65.89
27/07/2007,67.12
30/07/2007,66.68
31/07/2007,67.49
01/08/2007,66.47
02/08/2007,66.64
03/08/2007,65.82
06/08/2007,62.63
07/08/2007,62.46
08/08/2007,62.05
09/08/2007,61.43
10/08/2007,61.16
13/08/2007,61.34
14/08/2007,60.95
15/08/2007,61.62
16/08/2007,59.52
17/08/2007,60.44
20/08/2007,59.56
21/08/2007,58.69
22/08/2007,58.5
23/08/2007,59.14
24/08/2007,60.05
28/08/2007,60.58
29/08/2007,61.7
30/08/2007,61.87
31/08/2007,62.7
04/09/2007,63.13
05/09/2007,63.39
06/09/2007,63.74
07/09/2007,63.67
10/09/2007,64.18
11/09/2007,65.05
12/09/2007,66.17
13/09/2007,66.3
14/09/2007,65.9
17/09/2007,66.48
18/09/2007,67.02
19/09/2007,67.67
20/09/2007,68.87
21/09/2007,68.44
24/09/2007,68
25/09/2007,67.01
26/09/2007,66.69
27/09/2007,68.73
28/09/2007,68.57
01/10/2007,67.37
02/10/2007,67.15
03/10/2007,67.26
04/10/2007,68.26
05/10/2007,68.45
08/10/2007,66.72
09/10/2007,67.54
10/10/2007,68.34
11/10/2007,70.37
15/10/2007,72.79
16/10/2007,74.25
17/10/2007,73.64
18/10/2007,74.37
19/10/2007,73.65
22/10/2007,72.09
23/10/2007,71.6
24/10/2007,73.8
25/10/2007,76.19
26/10/2007,76.95
29/10/2007,78.69
30/10/2007,76
31/10/2007,79.53
05/11/2007,80.07
06/11/2007,82.15
07/11/2007,82.84
08/11/2007,82.8
09/11/2007,82.44
12/11/2007,80.96
13/11/2007,78.78
14/11/2007,80.41
15/11/2007,79.83
16/11/2007,80.8
19/11/2007,81.61
20/11/2007,84.47
21/11/2007,84.2
23/11/2007,82.67
26/11/2007,82.33
27/11/2007,80.33
28/11/2007,77.18
29/11/2007,77.9
30/11/2007,75.87
03/12/2007,76.55
04/12/2007,77.05
05/12/2007,76.81
06/12/2007,77.85
07/12/2007,76.18
10/12/2007,75.94
11/12/2007,77.17
13/12/2007,79.61
14/12/2007,78.7
17/12/2007,78.21
18/12/2007,78.51
19/12/2007,79.05
20/12/2007,79.39
21/12/2007,80.31
27/12/2007,82.84
28/12/2007,82.44
02/01/2008,84.99
03/01/2008,85.21
04/01/2008,84.3
07/01/2008,81.96
08/01/2008,83.43
09/01/2008,82.63
10/01/2008,80.16
11/01/2008,79.14
14/01/2008,80.68
15/01/2008,78.99
16/01/2008,77.58
17/01/2008,76.85
18/01/2008,77.12
22/01/2008,75.36
23/01/2008,73.93
24/01/2008,75.86
25/01/2008,77.45
28/01/2008,78.16
29/01/2008,78.89
30/01/2008,79.18
31/01/2008,78.15
01/02/2008,75.5
05/02/2008,74.71
06/02/2008,73.8
07/02/2008,74.13
08/02/2008,77.36
11/02/2008,79.44
12/02/2008,78.72
13/02/2008,79.18
14/02/2008,81.46
15/02/2008,81
19/02/2008,83.54
20/02/2008,83.48
21/02/2008,81.98
22/02/2008,82.26
25/02/2008,82.41
26/02/2008,84.1
27/02/2008,83.51
28/02/2008,86.05
29/02/2008,85.64
03/03/2008,87.23
04/03/2008,84.8
05/03/2008,88.3
06/03/2008,88.99
07/03/2008,88.86
10/03/2008,90.09
11/03/2008,90.78
12/03/2008,91.51
13/03/2008,92.05
14/03/2008,91.81
18/03/2008,90.54
19/03/2008,86.71
20/03/2008,84.78
25/03/2008,85.7
26/03/2008,89.1
27/03/2008,90.02
28/03/2008,88.46
31/03/2008,86.09
01/04/2008,84.8
02/04/2008,87.21
03/04/2008,87
04/04/2008,88.43
07/04/2008,91.06
08/04/2008,90.47
09/04/2008,92.02
10/04/2008,91.65
11/04/2008,91.84
14/04/2008,92.9
15/04/2008,94.63
16/04/2008,94.89
17/04/2008,94.77
18/04/2008,95.94
21/04/2008,96.38
22/04/2008,97.74
23/04/2008,98.07
24/04/2008,96.71
25/04/2008,98.59
28/04/2008,98.67
29/04/2008,95.97
30/04/2008,93.79
02/05/2008,96.62
06/05/2008,102.32
07/05/2008,103.12
08/05/2008,103.27
09/05/2008,105.42
12/05/2008,103.49
13/05/2008,104.57
14/05/2008,103.43
15/05/2008,104.17
16/05/2008,106.17
19/05/2008,106.26
20/05/2008,108.37
21/05/2008,112.06
22/05/2008,110.99
23/05/2008,111.61
27/05/2008,109.53
28/05/2008,110.76
29/05/2008,107.59
30/05/2008,107.51
02/06/2008,108.27
03/06/2008,105.69
04/06/2008,103.73
05/06/2008,108.08
06/06/2008,116.92
09/06/2008,115.25
10/06/2008,113.94
11/06/2008,117.69
12/06/2008,117.93
13/06/2008,116.69
16/06/2008,116.57
17/06/2008,115.57
18/06/2008,116.99
19/06/2008,114.2
20/06/2008,116.47
23/06/2008,117.51
24/06/2008,118.05
25/06/2008,116.36
26/06/2008,121.31
27/06/2008,122.41
30/06/2008,123.04
01/07/2008,126.62
02/07/2008,128.7
03/07/2008,131.24
07/07/2008,127.99
08/07/2008,123.35
09/07/2008,123.36
10/07/2008,127.85
11/07/2008,132.18
14/07/2008,132.71
15/07/2008,128.09
16/07/2008,125.41
17/07/2008,121.2
18/07/2008,120.01
21/07/2008,121.23
22/07/2008,118.01
23/07/2008,114.3
24/07/2008,114.88
25/07/2008,113.64
28/07/2008,115.73
29/07/2008,114.09
30/07/2008,116.46
31/07/2008,115.7
01/08/2008,116.95
04/08/2008,114.17
05/08/2008,110.35
06/08/2008,109.4
07/08/2008,110.29
08/08/2008,105.33
11/08/2008,104.91
12/08/2008,103.63
13/08/2008,106.59
14/08/2008,106.32
15/08/2008,104.85
18/08/2008,105.1
19/08/2008,106.45
20/08/2008,106.97
21/08/2008,112.47
22/08/2008,106.66
26/08/2008,107.85
27/08/2008,109.47
28/08/2008,108.08
29/08/2008,107.54
02/09/2008,100.88
03/09/2008,99.97
04/09/2008,97.88
05/09/2008,95.94
08/09/2008,95.95
09/09/2008,92.26
10/09/2008,91.61
11/09/2008,90.47
12/09/2008,90.73
16/09/2008,81.1
17/09/2008,84.48
18/09/2008,86.35
19/09/2008,92
22/09/2008,100.51
23/09/2008,96.98
24/09/2008,96.32
25/09/2008,97.71
26/09/2008,95.82
29/09/2008,87.82
30/09/2008,90.68
01/10/2008,87.69
02/10/2008,84.37
03/10/2008,83.39
06/10/2008,77.97
07/10/2008,78.03
08/10/2008,76.19
09/10/2008,74.17
10/10/2008,65.89
13/10/2008,68.27
14/10/2008,66.87
15/10/2008,62.85
16/10/2008,58.14
17/10/2008,59.58
20/10/2008,61.4
21/10/2008,58.92
22/10/2008,54.4
23/10/2008,55.3
24/10/2008,51.03
27/10/2008,49.8
28/10/2008,49.66
29/10/2008,54.04
30/10/2008,51.01
31/10/2008,51.75
03/11/2008,47.72
04/11/2008,52.79
05/11/2008,48.34
06/11/2008,43.65
07/11/2008,44.13
10/11/2008,45.36
11/11/2008,42.58
12/11/2008,39.73
13/11/2008,41.72
14/11/2008,40.39
18/11/2008,38.29
19/11/2008,38.01
20/11/2008,34.44
21/11/2008,34.69
24/11/2008,39.82
25/11/2008,37.24
26/11/2008,40.28
01/12/2008,36.4
02/12/2008,35.21
03/12/2008,35.06
04/12/2008,32.92
05/12/2008,30.52
08/12/2008,33.16
09/12/2008,32.8
10/12/2008,33.68
11/12/2008,37.85
15/12/2008,36.35
16/12/2008,35.43
17/12/2008,33.83
18/12/2008,31
19/12/2008,30.5
22/12/2008,28.42
23/12/2008,28.72
29/12/2008,30.27
30/12/2008,30.38
31/12/2008,34.22
02/01/2009,36.75
05/01/2009,40
06/01/2009,41.51
07/01/2009,37.32
08/01/2009,36.48
09/01/2009,36.31
12/01/2009,34.81
13/01/2009,36.89
14/01/2009,36.5
15/01/2009,36.45
16/01/2009,36.89
20/01/2009,36.63
21/01/2009,37.21
22/01/2009,37.41
23/01/2009,39.95
26/01/2009,41.64
27/01/2009,38.79
28/01/2009,39.87
29/01/2009,39.88
30/01/2009,40.09
03/02/2009,39.06
04/02/2009,38.82
05/02/2009,39.68
06/02/2009,39.19
09/02/2009,39.37
10/02/2009,38.25
11/02/2009,37.22
12/02/2009,36.29
13/02/2009,37.56
17/02/2009,35.07
18/02/2009,33.71
19/02/2009,37
20/02/2009,36.41
23/02/2009,35.6
24/02/2009,37
25/02/2009,38.92
26/02/2009,41.76
27/02/2009,40.73
02/03/2009,37.23
03/03/2009,38.15
04/03/2009,40.31
05/03/2009,38.51
06/03/2009,39.38
09/03/2009,40.04
10/03/2009,39.17
11/03/2009,36.83
12/03/2009,39.63
13/03/2009,39.6
17/03/2009,41.55
18/03/2009,41.01
19/03/2009,43.8
20/03/2009,43.49
23/03/2009,45.3
24/03/2009,45.62
25/03/2009,45.05
26/03/2009,46.39
27/03/2009,45.3
30/03/2009,41.93
31/03/2009,42.87
01/04/2009,43.52
02/04/2009,47.47
03/04/2009,47.29
06/04/2009,46.96
07/04/2009,46.23
14/04/2009,46.64
15/04/2009,47.16
16/04/2009,47.65
17/04/2009,47.57
20/04/2009,43.93
21/04/2009,44.47
22/04/2009,44.69
23/04/2009,45.49
24/04/2009,47.56
27/04/2009,46.47
28/04/2009,46.23
29/04/2009,47.4
30/04/2009,47.57
01/05/2009,50.82
05/05/2009,52.2
06/05/2009,54.84
07/05/2009,55.34
08/05/2009,56.38
11/05/2009,55.69
12/05/2009,56.06
13/05/2009,55.66
14/05/2009,55.66
15/05/2009,53.87
18/05/2009,55.89
19/05/2009,56.04
20/05/2009,57.93
21/05/2009,57.03
22/05/2009,57.27
26/05/2009,58.45
27/05/2009,59.65
28/05/2009,61.17
29/05/2009,62.33
01/06/2009,62.34
02/06/2009,62.99
03/06/2009,60.81
04/06/2009,63.25
05/06/2009,63.15
08/06/2009,62.96
09/06/2009,64.44
10/06/2009,65.36
11/06/2009,66.2
12/06/2009,64.93
15/06/2009,63.41
16/06/2009,64.31
17/06/2009,64.62
18/06/2009,65.51
19/06/2009,64.54
22/06/2009,61.63
23/06/2009,63.19
24/06/2009,62.96
25/06/2009,64.34
26/06/2009,64.1
29/06/2009,65.97
01/07/2009,64.25
02/07/2009,62.12
06/07/2009,59.41
07/07/2009,58.13
08/07/2009,55.87
09/07/2009,56.04
10/07/2009,55.57
13/07/2009,55.78
14/07/2009,56.21
15/07/2009,58.77
16/07/2009,59.4
17/07/2009,60.55
20/07/2009,61.28
21/07/2009,61.91
22/07/2009,61.46
23/07/2009,63.3
24/07/2009,64.06
27/07/2009,65.21
28/07/2009,64.17
29/07/2009,60.73
30/07/2009,64.51
31/07/2009,65.8
03/08/2009,67.43
04/08/2009,67.24
05/08/2009,68.07
06/08/2009,68.12
07/08/2009,66.86
10/08/2009,66.92
11/08/2009,65.98
12/08/2009,66.83
13/08/2009,67.94
14/08/2009,65.29
17/08/2009,64.14
18/08/2009,66.84
19/08/2009,69.48
20/08/2009,68.94
21/08/2009,69.15
24/08/2009,69.92
25/08/2009,67.61
26/08/2009,66.88
27/08/2009,68.1
28/08/2009,68.58
01/09/2009,64.3
02/09/2009,63.69
03/09/2009,63.15
04/09/2009,62.84
08/09/2009,65.86
09/09/2009,66.16
10/09/2009,66.31
11/09/2009,64.16
14/09/2009,63.47
15/09/2009,65.08
16/09/2009,66.52
17/09/2009,67.11
18/09/2009,66.4
21/09/2009,63.93
22/09/2009,65.6
23/09/2009,63.07
24/09/2009,60.48
25/09/2009,60.43
28/09/2009,61.26
29/09/2009,60.85
30/09/2009,63.64
01/10/2009,64.18
02/10/2009,63.25
05/10/2009,63.38
06/10/2009,64.57
07/10/2009,63.53
08/10/2009,65.4
09/10/2009,65.88
12/10/2009,66.71
13/10/2009,67.25
14/10/2009,67.86
15/10/2009,70.13
16/10/2009,71.32
19/10/2009,72.26
20/10/2009,71.83
21/10/2009,73.9
22/10/2009,74.13
23/10/2009,73.21
26/10/2009,72.24
27/10/2009,72.66
28/10/2009,70.8
29/10/2009,73.24
30/10/2009,70.9
02/11/2009,71.99
03/11/2009,73.16
04/11/2009,74.77
05/11/2009,74.04
06/11/2009,71.69
09/11/2009,73.61
10/11/2009,73.15
11/11/2009,73.27
12/11/2009,71.07
13/11/2009,70.67
16/11/2009,73.24
17/11/2009,73.25
18/11/2009,74
19/11/2009,72.31
20/11/2009,71.57
23/11/2009,72.26
24/11/2009,70.7
25/11/2009,71.83
30/11/2009,72.67
01/12/2009,73.5
02/12/2009,71.95
03/12/2009,72.23
04/12/2009,71.76
07/12/2009,70.2
08/12/2009,69.07
09/12/2009,67.36
10/12/2009,66.44
11/12/2009,65.92
14/12/2009,65.98
15/12/2009,66.73
16/12/2009,68.34
17/12/2009,67.55
18/12/2009,67.75
21/12/2009,67.28
22/12/2009,67.5
23/12/2009,69.33
24/12/2009,70.44
29/12/2009,72.34
30/12/2009,73.12
31/12/2009,73.43
04/01/2010,75.01
05/01/2010,75.32
06/01/2010,76.53
07/01/2010,76.31
08/01/2010,76.43
11/01/2010,76.04
12/01/2010,74.62
13/01/2010,73.25
14/01/2010,73.43
15/01/2010,72.14
19/01/2010,72.06
20/01/2010,70.62
21/01/2010,69.56
22/01/2010,67.97
25/01/2010,68.62
26/01/2010,68.5
27/01/2010,67.96
28/01/2010,67.83
29/01/2010,67.17
01/02/2010,68.07
02/02/2010,70.46
03/02/2010,70.7
04/02/2010,67.04
05/02/2010,65.52
08/02/2010,65.32
09/02/2010,66.97
10/02/2010,67.57
11/02/2010,68.64
12/02/2010,67.51
16/02/2010,70.24
17/02/2010,70.64
18/02/2010,72.06
19/02/2010,72.52
22/02/2010,72.81
23/02/2010,71.78
24/02/2010,72.41
25/02/2010,70.17
26/02/2010,71.65
01/03/2010,70.62
02/03/2010,71.67
03/03/2010,72.68
04/03/2010,71.99
05/03/2010,73.19
08/03/2010,73.36
09/03/2010,72.64
10/03/2010,73.38
11/03/2010,73.02
12/03/2010,71.92
15/03/2010,70.49
16/03/2010,72.68
17/03/2010,73.47
18/03/2010,72.84
19/03/2010,71.35
22/03/2010,72.21
23/03/2010,72.81
24/03/2010,71.67
25/03/2010,71.81
26/03/2010,70.97
29/03/2010,73.22
30/03/2010,72.99
31/03/2010,73.64
01/04/2010,74.45
06/04/2010,76.27
07/04/2010,75.35
08/04/2010,75.42
09/04/2010,75.01
12/04/2010,75.18
13/04/2010,74.65
14/04/2010,76.13
15/04/2010,76.1
16/04/2010,74.56
19/04/2010,73.34
20/04/2010,74.58
21/04/2010,74.62
22/04/2010,74.98
23/04/2010,76.28
26/04/2010,76.16
27/04/2010,74.86
28/04/2010,75.06
29/04/2010,76.57
30/04/2010,77.02
04/05/2010,75.25
05/05/2010,72.65
06/05/2010,69.43
07/05/2010,68.44
10/05/2010,70.38
11/05/2010,70.19
12/05/2010,70.03
13/05/2010,69.36
14/05/2010,66.64
17/05/2010,64.67
18/05/2010,64.17
19/05/2010,64.1
20/05/2010,62.15
21/05/2010,61.81
24/05/2010,61.44
25/05/2010,60.29
26/05/2010,62.85
27/05/2010,65.6
01/06/2010,64.96
02/06/2010,65.97
03/06/2010,66.97
04/06/2010,63.68
07/06/2010,63.97
08/06/2010,64.09
09/06/2010,65.9
10/06/2010,66.94
11/06/2010,65.86
14/06/2010,66.97
15/06/2010,68.09
16/06/2010,69.11
17/06/2010,68.93
18/06/2010,69.24
21/06/2010,69.68
22/06/2010,69.01
23/06/2010,67.33
24/06/2010,67.52
25/06/2010,69.41
28/06/2010,69.44
29/06/2010,67.1
30/06/2010,66.91
01/07/2010,64.83
02/07/2010,64.16
06/07/2010,65.03
07/07/2010,66.53
08/07/2010,67.91
09/07/2010,68.39
12/07/2010,67.15
13/07/2010,69.53
14/07/2010,69.55
15/07/2010,68.99
16/07/2010,68.46
19/07/2010,69.05
20/07/2010,69.34
21/07/2010,68.38
22/07/2010,70.72
23/07/2010,70.38
26/07/2010,70.88
27/07/2010,69.58
28/07/2010,69.17
29/07/2010,70.83
30/07/2010,71.11
02/08/2010,74.4
03/08/2010,75.5
04/08/2010,75.24
05/08/2010,74.61
06/08/2010,73.38
09/08/2010,74.1
10/08/2010,72.93
11/08/2010,70.9
12/08/2010,68.97
13/08/2010,68.36
16/08/2010,68.17
17/08/2010,69.3
18/08/2010,68.71
19/08/2010,67.85
20/08/2010,66.76
23/08/2010,66.03
24/08/2010,64.91
25/08/2010,65.98
26/08/2010,67.29
27/08/2010,68.92
31/08/2010,66.46
01/09/2010,68.32
02/09/2010,68.73
03/09/2010,68.38
07/09/2010,68.62
08/09/2010,69.47
09/09/2010,69.16
13/09/2010,70.83
14/09/2010,70.91
15/09/2010,70.39
16/09/2010,69.82
17/09/2010,69.03
20/09/2010,70.37
21/09/2010,69.35
22/09/2010,68.71
23/09/2010,68.98
24/09/2010,70.12
27/09/2010,70.05
28/09/2010,70.36
29/09/2010,71.53
30/09/2010,73.37
05/10/2010,75.7
06/10/2010,76.47
07/10/2010,75.04
08/10/2010,75.64
11/10/2010,75.21
12/10/2010,74.7
13/10/2010,75.83
14/10/2010,75.25
15/10/2010,74.03
18/10/2010,75.16
19/10/2010,72.61
20/10/2010,73.98
21/10/2010,72.87
22/10/2010,73.53
25/10/2010,74.48
26/10/2010,74.9
27/10/2010,74.22
28/10/2010,74.69
29/10/2010,74.03
01/11/2010,75.14
02/11/2010,76.14
03/11/2010,77.09
04/11/2010,78.83
08/11/2010,78.9
09/11/2010,78.96
10/11/2010,79.63
11/11/2010,79.72
12/11/2010,77.19
15/11/2010,76.82
16/11/2010,74.76
18/11/2010,75
19/11/2010,74.47
22/11/2010,73.82
23/11/2010,73.39
24/11/2010,75.35
29/11/2010,77.95
30/11/2010,76.93
01/12/2010,79.11
02/12/2010,80.58
03/12/2010,81.76
06/12/2010,81.67
07/12/2010,81.18
08/12/2010,81
09/12/2010,81.12
10/12/2010,80.59
13/12/2010,81.22
14/12/2010,81.23
15/12/2010,81.8
16/12/2010,81.66
17/12/2010,81.65
20/12/2010,81.88
21/12/2010,82.52
22/12/2010,82.92
23/12/2010,83.51
29/12/2010,83.57
30/12/2010,82.46
31/12/2010,83.51
04/01/2011,83.15
05/01/2011,84.29
06/01/2011,83.41
07/01/2011,82.92
10/01/2011,84.04
11/01/2011,85.22
12/01/2011,85.83
13/01/2011,85.43
14/01/2011,85.94
18/01/2011,85.63
19/01/2011,85.59
